记录类型,优先级,接入状态,模态大类,模态编码,能力类型,能力编码,输入模态,输入模态编码,输出模态,输出模态编码,供应商分类,供应商分类编码,供应商编码,供应商名称,厂商,协议族,协议适配器键,模型族键,模型族名称,模型名称或模式,示例模型,官网,控制台,文档地址,余额地址,价格地址,默认Base URL,默认Endpoint,HTTP方法,鉴权方式,API Key环境变量,额外鉴权字段,是否已有Worker支持,可复用级别,复用Client键,复用Handler键,复用持久化键,复用结果Schema键,复用前端渲染键,复用表单模板键,兼容供应商编码,共用请求参数,供应商特有参数,默认参数JSON,参数映射JSON,共用响应契约,供应商响应差异,结果资源类型,是否媒体落盘,媒体URL模式,计费方式,计费单位,币种,输入价每百万Token,输出价每百万Token,按次价格,按单位价格,免费额度,建议预估算力,算力倍率,BillableUnits来源,限流RPM,限流TPM,并发限制,默认超时秒,重试策略,是否支持幂等,是否需要文件上传,上传Endpoint,是否需要下载结果,安全与合规要点,后端Provider注册,后端模型配置,后端工具模板,后端结果Schema,Worker Registry,Worker Client文件,Worker Handler文件,Worker持久化文件,Worker路由规则,前端表单,前端结果渲染,测试命令,验收标准,已知风险,价格核对日期,最后验证日期,开发备注
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,图片|文本,IMAGE|TEXT,视频,VIDEO,厂商适配,vendor,pixverse_video,PixVerse,PixVerse,pixverse_video,pixverse_video_adapter,lingke_video_pixverse,Pix C1 首尾帧,v6/c1,v6/c1,https://pixverse.ai,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://app-api.pixverse.ai,/openapi/v2/video/img/generate,POST,api_key_header,PIXVERSE_API_KEY,,部分复用,中复用,pixverse_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; pixverse_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_VIDEO_OR_SECOND,second,USD,,,,,,50,1,billableUnits,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=83;厂商备注:首尾帧;简介:PixVerse C1 视频生成模型，专为打斗、法术特效及高速运动等动态场景优化。支持首帧生视频和首尾帧两种模式，自动生成有声视频，支持360P-1080P分辨率，1-15秒。
具体模型,P0,待接入,text,text,文本生成,TEXT_GENERATION,文本,TEXT,文本,TEXT,厂商适配,vendor,minimax_text,MiniMax文本,MiniMax,openai_chat_completions,chat_completions_adapter,lingke_text_minimax_text,MiniMax-M2.7,MiniMax-M2.7,MiniMax-M2.7,https://www.minimax.io,https://platform.minimax.io,https://platform.minimax.io/docs/api-reference/text-post,https://platform.minimax.io/user-center/basic-information,https://platform.minimax.io/docs/guides/pricing,https://api.minimax.io/v1,/v1/text/chatcompletion_v2,POST,bearer,MINIMAX_API_KEY,,true,高复用,model_client_openai_compatible,text_task_handler,none,markdown_text_result,text_markdown_renderer,text_generation_default,openai_compatible; deepseek_compatible; qwen_compatible; moonshot_compatible; minimax_text,"model,messages,temperature,max_tokens,stream","top_p,presence_penalty,frequency_penalty,response_format,tools","{""temperature"":0.7}","{""prompt"":""messages[-1].content"",""maxTokens"":""max_tokens""}",返回文本内容；可带promptTokens/completionTokens,不同厂商usage字段和choices路径可能轻微不同,MARKDOWN,false,,TOKEN_PER_M,tokens,USD,TODO,TODO,,,,10,1,promptTokens+completionTokens,,,,60,超时/网络错误重试1次；4xx不重试,false,false,,false,,新增,需要配置,通常不需要,不需要,通常不需要,worker/client/model_client.py,worker/handlers/text_task_handler.py,,executionHandler=TEXT_GENERATION,text_generation_default,ResultRenderer文本/Markdown,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=82;厂商备注:204K上下文;简介:MiniMax-M2.7 是 MiniMax 最新旗舰推理模型，在编程、工具调用和搜索、办公等生产力场景都达到或刷新了行业的 SOTA，支持 204K 长上下文和深度思考。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,文本|图片,TEXT|IMAGE,视频,VIDEO,厂商适配,vendor,google_veo,Google Veo,Google,vertex_veo,veo_video_adapter,lingke_video_google_veo,veo3.1-lite,veo-3.1-lite,veo-3.1-lite,https://cloud.google.com,https://console.cloud.google.com,https://cloud.google.com/vertex-ai/generative-ai/docs/models/veo/3-1-generate,https://console.cloud.google.com/billing,https://cloud.google.com/vertex-ai/generative-ai/pricing,https://generativelanguage.googleapis.com,predictLongRunning,POST,api_key,GEMINI_API_KEY,,部分复用,中复用,veo_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; google_veo,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_SECOND,second,USD,TODO,TODO,,,,50,1,按秒,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=81;厂商备注:Vertex/Gemini视频异步;简介:Google最新的高级人工智能模型，veo3.1 lite 模式，支持视频自动配套音频生成，质量高价格很低，性价比最高的选择。
具体模型,P0,待接入,audio,audio,文字转语音,TEXT_TO_SPEECH,文本,TEXT,音频,AUDIO,厂商适配,vendor,volcengine_doubao_tts,火山引擎豆包语音,火山引擎,volcengine_tts,doubao_tts_adapter,lingke_audio_volcengine_tts,豆包 语音合成 2.0,doubao-tts-2.0,doubao-tts-2.0,https://www.volcengine.com/product/tts,https://console.volcengine.com,https://www.volcengine.com/docs/6561/1257584,https://console.volcengine.com/finance/bill,https://www.volcengine.com/docs/6561/1099475,https://openspeech.bytedance.com,/api/v3/tts/unidirectional,POST,bearer,VOLCENGINE_TTS_APP_ID,,部分复用,中高复用,text_to_speech_client,text_to_speech_handler,generated_audio_persister,audio_result,audio_renderer,tts_default,minimax_speech; siliconflow_speech; volcengine_doubao_tts,"model,text,voice,format","speed,volume,pitch,language,sample_rate,bitrate,emotion","{""format"":""mp3""}","{""text"":""text"",""voice"":""voice_id"",""format"":""format""}",contentJson.audios[]包含url/contentType/duration；resourceType=AUDIO,同步/异步、voiceId、返回音频字段差异较大,AUDIO,true,/generated/audio/{taskId}/audio-{n}.mp3,PER_CHARACTER_OR_CALL,character,CNY,,,,,,5,1,字符数,,,,900,超时/网络错误重试1次；4xx不重试,false,false,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/text_to_speech_client.py,worker/handlers/text_to_speech_handler.py,worker/handlers/generated_audio_persister.py,executionHandler=TEXT_TO_SPEECH,tts_default,ResultRenderer音频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=80;厂商备注:;简介:火山引擎豆包语音合成2.0，支持上百种精品音色，支持多情感、多语种、长文本合成（最大10万字符），音质自然流畅。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,图片|文本,IMAGE|TEXT,视频,VIDEO,厂商适配,vendor,pixverse_video,PixVerse,PixVerse,pixverse_video,pixverse_video_adapter,lingke_video_pixverse,Pix V6 首尾帧,v6,v6,https://pixverse.ai,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://app-api.pixverse.ai,/openapi/v2/video/img/generate,POST,api_key_header,PIXVERSE_API_KEY,,部分复用,中复用,pixverse_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; pixverse_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_VIDEO_OR_SECOND,second,USD,,,,,,50,1,billableUnits,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=77;厂商备注:;简介:PixVerse V6 多模态视频生成，支持文生视频、图生视频、首尾帧三种模式。不传图=文生视频，1张图=首帧生视频，2张图=首尾帧，自动生成有声视频，支持360P-1080P分辨率，3-15秒。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,文本|图片|视频|音频,TEXT|IMAGE|VIDEO|AUDIO,视频,VIDEO,厂商适配,vendor,volcengine_seedance,火山引擎Seedance,字节跳动/火山引擎,ark_video_tasks,seedance_video_adapter,lingke_video_volcengine_seedance,SD 2.0 全能参考,seedance-2.0,seedance-2.0,https://www.volcengine.com/product/ark,https://console.volcengine.com/ark,https://www.volcengine.com/docs/82379/1393047,https://console.volcengine.com/finance/bill,https://www.volcengine.com/docs/82379/1393047,https://ark.cn-beijing.volces.com/api/v3,/contents/generations/tasks,POST,bearer,ARK_API_KEY,,部分复用,中复用,seedance_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; volcengine_seedance,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,TOKEN_PER_M,tokens,CNY,TODO,TODO,,,,50,1,按输出token,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=76;厂商备注:;简介:字节跳动即梦团队推出的旗舰级多模态参考视频生成模型 Seedance 2.0，支持文本+图片+视频+音频任意组合参考输入（至少需 1 图或 1 视），智能融合多种素材生成高质量有声视频。输出支持 48
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,文本|图片,TEXT|IMAGE,视频,VIDEO,厂商适配,vendor,volcengine_seedance,火山引擎Seedance,字节跳动/火山引擎,ark_video_tasks,seedance_video_adapter,lingke_video_volcengine_seedance,SD 2.0 参考生,seedance-2.0,seedance-2.0,https://www.volcengine.com/product/ark,https://console.volcengine.com/ark,https://www.volcengine.com/docs/82379/1393047,https://console.volcengine.com/finance/bill,https://www.volcengine.com/docs/82379/1393047,https://ark.cn-beijing.volces.com/api/v3,/contents/generations/tasks,POST,bearer,ARK_API_KEY,,部分复用,中复用,seedance_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; volcengine_seedance,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,TOKEN_PER_M,tokens,CNY,TODO,TODO,,,,50,1,按输出token,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=75;厂商备注:多图参考生;简介:字节跳动即梦团队推出的旗舰级视频生成模型 Seedance 2.0，支持多图参考生视频，上传 1~9 张参考图，模型智能融合风格、元素和构图生成新视频。自动生成有声视频，4~15秒灵活时长，标准/快速
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,文本|图片,TEXT|IMAGE,视频,VIDEO,厂商适配,vendor,volcengine_seedance,火山引擎Seedance,字节跳动/火山引擎,ark_video_tasks,seedance_video_adapter,lingke_video_volcengine_seedance,SD 2.0 首尾帧,seedance-2.0,seedance-2.0,https://www.volcengine.com/product/ark,https://console.volcengine.com/ark,https://www.volcengine.com/docs/82379/1393047,https://console.volcengine.com/finance/bill,https://www.volcengine.com/docs/82379/1393047,https://ark.cn-beijing.volces.com/api/v3,/contents/generations/tasks,POST,bearer,ARK_API_KEY,,部分复用,中复用,seedance_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; volcengine_seedance,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,TOKEN_PER_M,tokens,CNY,TODO,TODO,,,,50,1,按输出token,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=74;厂商备注:首尾帧;简介:字节跳动即梦团队推出的旗舰级视频生成模型 Seedance 2.0，全球第一梯队超级多模态视频生成。支持文生视频、首帧图生视频、首尾帧三种模式，自动生成有声视频，4~15秒灵活时长，标准/快速双版本可
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,文本|图片,TEXT|IMAGE,视频,VIDEO,厂商适配,vendor,pixverse_video,PixVerse,PixVerse,pixverse_video,pixverse_video_adapter,lingke_video_pixverse,Pix V5.6 参考生,v5.6,v5.6,https://pixverse.ai,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://app-api.pixverse.ai,/openapi/v2/video/text/generate,POST,api_key_header,PIXVERSE_API_KEY,,部分复用,中复用,pixverse_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; pixverse_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_VIDEO_OR_SECOND,second,USD,,,,,,50,1,billableUnits,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=73;厂商备注:;简介:PixVerse V5.6 参考生视频模型，支持上传1-7张参考图片，AI参考图片中的角色、风格、场景融合生成有声视频。支持360P至1080P分辨率，5-10秒时长可选。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,图片|文本,IMAGE|TEXT,视频,VIDEO,厂商适配,vendor,pixverse_video,PixVerse,PixVerse,pixverse_video,pixverse_video_adapter,lingke_video_pixverse,Pix V5.6 首尾帧,v5.6,v5.6,https://pixverse.ai,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://platform.pixverse.ai,https://docs.platform.pixverse.ai/,https://app-api.pixverse.ai,/openapi/v2/video/img/generate,POST,api_key_header,PIXVERSE_API_KEY,,部分复用,中复用,pixverse_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video; pixverse_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_VIDEO_OR_SECOND,second,USD,,,,,,50,1,billableUnits,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=72;厂商备注:;简介:PixVerse V5.6 多模态视频生成，支持文生视频、图生视频、首尾帧三种模式。不传图=文生视频，1张图=首帧生视频，2张图=首尾帧，自动生成有声视频，支持360P-1080P分辨率，5-10秒。
具体模型,P0,待接入,text,text,文本生成,TEXT_GENERATION,文本|图片,TEXT|IMAGE,文本,TEXT,协议复用,protocol,openai,OpenAI,OpenAI,openai_chat_completions,chat_completions_adapter,lingke_text_openai,GPT-5.4 深度推理,gpt-5.4,gpt-5.4,https://openai.com,https://platform.openai.com,https://platform.openai.com/docs,https://platform.openai.com/settings/organization/billing/overview,https://platform.openai.com/docs/pricing,https://api.openai.com/v1,/responses,POST,bearer,OPENAI_API_KEY,,true,高复用,model_client_openai_compatible,text_task_handler,none,markdown_text_result,text_markdown_renderer,text_generation_default,openai_compatible; deepseek_compatible; qwen_compatible; moonshot_compatible; openai,"model,messages,temperature,max_tokens,stream","top_p,presence_penalty,frequency_penalty,response_format,tools","{""temperature"":0.7}","{""prompt"":""messages[-1].content"",""maxTokens"":""max_tokens""}",返回文本内容；可带promptTokens/completionTokens,不同厂商usage字段和choices路径可能轻微不同,MARKDOWN,false,,TOKEN_PER_M,tokens,USD,2.5,TODO,,,,10,1,promptTokens+completionTokens,,,,60,超时/网络错误重试1次；4xx不重试,false,true,,false,,新增,需要配置,通常不需要,不需要,通常不需要,worker/client/model_client.py,worker/handlers/text_task_handler.py,,executionHandler=TEXT_GENERATION,text_generation_default,ResultRenderer文本/Markdown,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=71;厂商备注:reasoning_effort=high;简介:GPT-5.4-high是OpenAI推出的高推理强度版本，专为需要深度逻辑分析、复杂专业场景设计的旗舰模型。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,图片|视频,IMAGE|VIDEO,视频,VIDEO,厂商适配,vendor,kling_video,快手可灵,快手,kling_video,kling_video_adapter,lingke_video_kling,可灵-动作控制 V3,kling-v3,kling-v3,https://klingai.com,https://klingai.com,https://docs.qingque.cn/d/home/eZQAyImcbaS0fz-8ANjXvU5ed,https://klingai.com,https://klingai.com,https://api-beijing.klingai.com,/v1/videos/motion-control,POST,bearer,KLING_API_KEY,,部分复用,中复用,kling_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_VIDEO_OR_SECOND,second,USD,,,,,,50,1,billableUnits,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=70;厂商备注:动作控制;简介:可灵AI动作控制V3模型，基于V3引擎升级，通过上传参考图像和动作视频，让图片中的人物按照视频中的动作运动。支持std标准模式和pro高品质模式，可选择保留视频原声，人物朝向可与图片或视频一致。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,视频|图片|文本,VIDEO|IMAGE|TEXT,视频,VIDEO,厂商适配,vendor,kling_video,快手可灵,快手,kling_video,kling_video_adapter,lingke_video_kling,可灵-Omni 视频参考,kling-v3-omni,kling-v3-omni,https://klingai.com,https://klingai.com,https://docs.qingque.cn/d/home/eZQAyImcbaS0fz-8ANjXvU5ed,https://klingai.com,https://klingai.com,https://api-beijing.klingai.com,/v1/videos/omni-video,POST,bearer,KLING_API_KEY,,部分复用,中复用,kling_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_SECOND,second,USD,,,,,,50,1,按秒,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=69;厂商备注:;简介:可灵 V3 Omni 视频参考模式，上传参考视频 + 可选0-4张参考图，支持视频参考（参考运镜/风格生新视频）和视频编辑（指令修改原视频）两种玩法，按秒计费。
具体模型,P0,待接入,video,video,视频生成,VIDEO_GENERATION,文本|图片,TEXT|IMAGE,视频,VIDEO,厂商适配,vendor,kling_video,快手可灵,快手,kling_video,kling_video_adapter,lingke_video_kling,可灵-Omni 参考生,kling-v3-omni,kling-v3-omni,https://klingai.com,https://klingai.com,https://docs.qingque.cn/d/home/eZQAyImcbaS0fz-8ANjXvU5ed,https://klingai.com,https://klingai.com,https://api-beijing.klingai.com,/v1/videos/text2video,POST,bearer,KLING_API_KEY,,部分复用,中复用,kling_video_client,video_generation_handler,generated_video_persister,video_result,video_renderer,video_generation_default,seedance; kling_video; wan_video; runway_video,"model,prompt,duration,ratio","image_url,resolution,camera_fixed,seed,fps,negative_prompt","{""duration"":5,""ratio"":""16:9""}","{""prompt"":""prompt"",""referenceImage"":""image_url"",""aspectRatio"":""ratio""}",contentJson.videos[]包含url/coverUrl/duration；resourceType=VIDEO,通常异步，状态枚举差异较大,VIDEO,true,/generated/video/{taskId}/video-{n}.mp4,PER_VIDEO_OR_SECOND,second,USD,,,,,,50,1,billableUnits,,,,900,超时/网络错误重试1次；4xx不重试,false,true,,true,,新增,需要配置,通常复用,可能需要扩展,已存在,worker/client/seedance_video_client.py,worker/handlers/video_generation_handler.py,TODO,executionHandler=VIDEO_GENERATION 或 toolType=VIDEO_GENERATION,video_generation_default,ResultRenderer视频播放器,,后台可配置；工具可绑定；任务可完成或失败释放算力；结果可渲染,聚合站展示名可能与厂商API model字段不完全一致，接入前以厂商文档为准,2026-05-21,2026-05-21,来源:星枢AI(lingkeai.ai，原 lingkeai.ai 跳转);站点ID=68;厂商备注:;简介:可灵 V3 Omni 参考生模式，支持纯文生视频或上传1-7张参考图片，AI参考图片风格/内容智能分镜生成有声视频，标准/高品质双模式，5-15秒。
